sample_name,micro_sat,size_1,size_2,height_1,height_2,binned_size_1,binned_size_2
17630,MS6,174.14,174.14,5610.0,,176.0,176.0
17630,MS7,235.72,290.07,2057.0,1741.0,238.952,292.095
17630,MS8,109.12,117.51,5299.0,2885.0,111.75,120.0
176311,A105,255.74,255.74,170.0,,256.0,256.0
176311,Ai5013,220.29,252.89,12103.0,9923.0,220.333,253.944
176311,Ai5043,175.73,175.73,4610.0,,179.0,179.0
176311,Cvanu24,199.91,199.91,26679.0,,200.2,200.2
176311,Cvanu7,331.61,344.0,1660.0,1000.0,334.182,346.545
176311,D106,294.89,298.94,2025.0,1559.0,295.9,301.871
176311,D107,127.72,268.28,322.0,153.0,129.22,268.0
176311,D107,127.75,170.57,809.0,147.0,129.22,171.458
176311,D111,150.1,157.73,2613.0,348.0,153.053,159.158
176311,MS1,216.81,216.81,19295.0,,220.143,220.143
176311,MS6,157.92,174.08,9644.0,8709.0,161.0,176.0
176311,MS7,235.68,266.84,10582.0,5190.0,238.952,268.476
176311,MS8,113.27,114.28,9047.0,7247.0,114.5,114.5
19687,A105,255.79,255.79,37.0,,256.0,256.0
19687,Ai5013,220.28,220.28,6972.0,,220.333,220.333
19687,Ai5043,175.83,175.83,1236.0,,179.0,179.0
19687,Cvanu24,199.91,199.91,7414.0,,200.2,200.2
19687,Cvanu7,331.56,331.56,1350.0,,334.182,334.182
19687,D106,290.91,290.91,2567.0,,292.914,292.914
19687,D107,170.47,170.47,171.0,,171.458,171.458
19687,D111,150.1,150.1,1522.0,,153.053,153.053
19687,MS1,216.86,216.86,8039.0,,220.143,220.143
19687,MS6,174.16,174.16,6526.0,,176.0,176.0
19687,MS7,290.12,290.12,7152.0,,292.095,292.095
19687,MS8,109.03,109.03,6681.0,,111.75,111.75
116001,A105,220.11,255.71,57.0,174.0,220.6,256.0
116001,Ai5013,220.19,252.8,11746.0,8955.0,220.333,253.944
116001,Ai5043,175.72,175.72,1335.0,,179.0,179.0
116001,Cvanu24,199.82,199.82,19645.0,,200.2,200.2
116001,Cvanu7,332.46,332.46,8094.0,,334.182,334.182
116001,D106,290.83,298.96,9345.0,8314.0,292.914,301.871
116001,D107,127.66,170.39,1251.0,506.0,129.22,171.458
116001,D111,149.9,149.9,5029.0,,153.053,153.053
116001,MS1,216.68,216.68,17866.0,,220.143,220.143
116001,MS6,173.12,174.0,6270.0,14508.0,173.0,176.0
116001,MS7,266.8,266.8,21762.0,,268.476,268.476
116001,MS8,108.87,113.09,13693.0,10902.0,111.75,114.5
11784,A105,255.8,255.8,319.0,,256.0,256.0
11784,Ai5013,201.7,220.29,10264.0,9584.0,205.056,220.333
11784,Ai5043,175.85,175.85,7157.0,,179.0,179.0
11784,Cvanu24,199.91,199.91,18759.0,,200.2,200.2
11784,Cvanu7,331.52,344.28,6331.0,1635.0,334.182,346.545
11784,D106,290.78,294.86,10764.0,9571.0,292.914,295.9
11784,D107,127.69,170.47,1032.0,380.0,129.22,171.458
11784,D111,150.1,157.81,9890.0,320.0,153.053,159.158
11784,MS1,216.72,216.72,30275.0,,220.143,220.143
11784,MS6,174.13,174.13,27897.0,,176.0,176.0
11784,MS7,266.77,290.08,7444.0,6148.0,268.476,292.095
11784,MS8,109.04,114.22,10081.0,7684.0,111.75,114.5
14796,A105,255.82,255.82,282.0,,256.0,256.0
14796,Ai5013,252.95,256.97,10780.0,8600.0,253.944,257.0
14796,Ai5043,175.8,175.8,10591.0,,179.0,179.0
14796,Cvanu24,199.91,199.91,23055.0,,200.2,200.2
14796,Cvanu7,329.41,352.53,1886.0,1026.0,331.091,355.818
14796,D106,299.37,299.37,6098.0,,301.871,301.871
14796,D107,127.58,174.52,291.0,105.0,129.22,177.492
14796,D111,150.0,150.0,,,153.053,153.053
14796,MS1,217.01,217.01,14969.0,,220.143,220.143
14796,MS6,174.31,174.31,12207.0,,176.0,176.0
14796,MS7,235.84,266.99,9638.0,3870.0,238.952,268.476
14796,MS8,109.1,109.1,16882.0,,111.75,111.75
16998,A105,200.54,255.99,39.0,41.0,202.9,256.0
16998,Ai5013,227.61,252.99,3333.0,3524.0,229.5,253.944
16998,Ai5043,175.85,175.85,2392.0,,179.0,179.0
16998,Cvanu24,200.0,200.0,6430.0,,200.2,200.2
16998,Cvanu7,331.63,344.25,1307.0,434.0,334.182,346.545
16998,D106,294.88,298.9,3886.0,2924.0,295.9,301.871
16998,D107,127.66,178.46,141.0,84.0,129.22,180.508
16998,D111,150.1,150.1,3346.0,,153.053,153.053
16998,MS1,216.88,216.88,8885.0,,220.143,220.143
16998,MS6,157.97,174.14,3811.0,3520.0,161.0,176.0
16998,MS7,259.08,290.07,4565.0,4347.0,259.619,292.095
16998,MS8,109.04,113.23,4695.0,3800.0,111.75,114.5
17114,A105,255.9,255.9,594.0,,256.0,256.0
